,author,times,average
3962,Amanieu d'Antras ,4,2804322
3963,Eddie Kovsky ,3,2673800
3964,Sathyavathi M ,1,0
3965,Gregory Fong ,13,1316678
3966,Tzvetelin Katchov ,1,0
3967,Egbert Eich ,4,1396220
3968,Raphael Poggi ,1,0
3969,Vito Caputo ,1,0
3970,Jonathan Richardson ,2,7335995
3971,Eric Northup ,1,0
3972,Ravishankar N ,1,0
3973,Benjamin Rood ,9,73862
3974,Jack Wang ,4,2160630
3975,John Soni Jose ,9,1818034
3976,Chun Chen ,1,0
3977,Mathieu Desnoyers ,8,1772782
3978,Eric B Munson ,7,2507178
3979,Luca Porzio ,1,0
3980,Anthony Lineham ,1,0
3981,Adam Majer ,1,0
3982,Ivan Grimaldi ,2,9
3983,Krzysztof Mazur ,1,0
3984,Anish Bhatt ,23,539657
3985,Ben Segall ,2,13175578
3987,Cody P Schafer ,1,0
3988,Martin Kletzander ,2,2912441
3990,Sergey SENOZHATSKY ,4,1947842
3991,Aaron Tomlin ,1,0
3992,"Suthikulpanit, Suravee ",17,780257
3993,Wang Long ,18,936463
3994,Ulrich Obergfell ,14,413077
3995,alex chen ,2,11587509
3996,Deepak S ,10,2102277
3997,Shobhit Kumar ,11,1581380
3998,Vivek Kasireddy ,1,0
3999,Kuba Pawlak ,7,984001
4000,Markus Brunner ,1,0
4001,Vincent Cuissard ,27,485482
4002,Vivek Natarajan ,5,1798432
4003,Manikanta Pubbisetty ,7,1488796
4004,Scott Matheina ,1,0
4005,Jassi Brar ,1,0
4006,JongHo Kim ,1,0
4008,libin ,1,0
4009,chandan ,5,3155123
4010,Chaitanya T K ,2,9421347
4011,Fida Mohammad ,2,8
4012,Jiri Prchal ,2,10265101
4013,Pierre Moreau ,1,0
4014,Samuel Pitoiset ,33,266861
4015,sumit.saxena@avagotech.com ,22,20512
4016,Neil Brown ,4,4015301
4017,"Zhu, Caifeng ",1,0
4018,Robert Sesek ,1,0
4019,Zhou Wang ,9,1931967
4020,Boris Barbulovski ,38,45121
4021,Thiago Macieira ,2,1669364
4022,Zhenzhong Duan ,1,0
4023,Sriram Raghunathan ,2,2934388
4024,Jon Medhurst \(Tixy\) ,1,0
4025,Laurent Meunier ,1,0
4026,Aniroop Mathur ,1,0
4027,Maneet Singh ,1,0
4028,Nadav Haklai ,6,1678520
4029,Ronny Hegewald ,1,0
4030,Ørjan Eide ,1,0
4031,Borun Fu ,1,0
4032,Micky Ching ,1,0
4033,Grigoryev Denis ,2,2187678
4034,Philippe De Muyter ,1,0
4035,Sanjeev Sharma ,1,0
4036,Scott Feldman ,74,201829
4037,Sean O. Stalley ,6,881282
4038,Ben Shelton ,1,0
4041,David Cohen ,1,0
4042,Émeric MASCHINO ,1,0
4043,Maharaja ,1,0
4044,yfw ,1,0
4045,John Linville ,6,1783648
4046,Guy Shapiro ,4,1695289
4047,Abhimanyu ,1,0
4048,Stephen Chandler Paul ,3,4464738
4049,Tiejun Chen ,7,1909470
4050,Dirk Steinmetz ,1,0
4051,Thomas Daniel ,1,0
4052,Caz Yokoyama ,1,0
4053,Vinayak Kale ,2,5940
4054,Munehisa Kamata ,1,0
4055,emmanuel.grumbach@intel.com ,1,0
4056,Gabríel Arthúr Pétursson ,1,0
4057,Dāvis Mosāns ,1,0
4058,Ketan Mukadam ,2,42
4059,Shirish Pargaonkar ,1,0
4060,Ian Mitchell ,1,0
4061,Bodo Stroesser ,1,0
4062,Firo Yang ,12,1360305
4063,Werner Pawlitschko ,1,0
4064,Daniel Granat ,1,0
4065,Antoine Ténart ,8,848351
4066,Alexandru M Stan ,10,1277878
4067,Weijun Yang ,5,3182298
4068,Yousong Zhou ,4,1532159
4069,Michael Grzeschik ,13,905482
4070,Tomasz Stanislawski ,1,0
4071,Jonas Hesselmann ,1,0
4072,Samuel Ortiz ,7,1999245
4073,Dustin Byford ,2,198
4074,Cristina Opriceana ,24,420451
4075,Teodora Baluta ,7,1612156
4076,Assaf Krauss ,4,2353496
4077,Alexander Bondar ,3,3530260
4078,Dennis Menschel ,6,196481
4079,Anton Tatuev ,1,0
4080,Mateusz Kulikowski ,430,34195
4081,Navya Sri Nizamkari ,6,115
4083,Frederic Saunier ,1,0
4084,Joshua Walgenbach ,1,0
4085,Sanne Wouda ,1,0
4086,Anand Moon ,11,1233644
4087,Vincent Donnefort ,4,1616970
4088,Andrew Shewmaker ,1,0
4089,Rohit Vaswani ,1,0
4090,Tan Xiaojun ,3,765228
4091,Stephane Viau ,14,884625
4092,Hai Li ,24,500005
4093,Andrew Y. Kuksov ,1,0
4094,David Mosberger-Tang ,1,0
4096,Himangi Saraogi ,5,3132345
4097,Hezi Shahmoon ,1,0
4098,Renato Westphal ,1,0
4099,"Arad, Ronen ",3,388045
4100,Adam Richter ,2,221301
4101,Sangwoo ,1,0
4102,Naga Irrinki ,1,0
4103,Dave Goodell \(dgoodell\) ,1,0
4104,Shan Hai ,1,0
4105,Samuel Li ,10,17
4106,Joe Jin ,1,0
4107,Gao feng ,1,0
4108,Philipp Kirchhofer ,2,3
4109,Stefan Achatz ,1,0
4110,Derek Foreman ,2,1
4111,Nikunj A Dadhania ,2,5515025
4112,Santtu Rekilä ,1,0
4113,Salva Peiró ,3,3373524
4114,Barry Song ,8,1046545
4115,Patrick Doyle ,1,0
4116,Hans-Werner Hilse ,4,3341026
4117,Zbigniew Jasinski ,1,0
4118,Sylvain Rochet ,3,1202854
4119,Michael Opdenacker ,4,169731
4120,Adrian Alonso ,6,288818
4121,Ricard Wanderlof ,13,470428
4122,Chuck Ebbert ,1,0
4123,lisheng ,1,0
4124,Chenny Xu ,1,0
4125,Chia-Sheng Chang ,1,0
4126,Arun Parameswaran ,6,183485
4127,Hon Ching \(Vicky\) Lo ,7,1786625
4128,Dmitry Kalinkin ,32,417336
4129,Andy Leiserson ,1,0
4130,Frederic Danis ,27,517061
4131,Lukas Czerner ,8,1622899
4132,"Lu, Baolu ",1,0
4133,Sakshi Bansal ,1,0
4134,Ronit Halder ,5,2055084
4135,poonam aggrwal ,2,1
4136,Roman Alyautdin ,1,0
4137,Thomas Hebb ,4,2678613
4138,Jingjing Wu ,2,869
4139,Andrej Ota ,1,0
4140,Jakub Pawlowski ,10,812892
4141,Romain Bezut ,1,0
4142,Sam bobroff ,5,2550923
4143,Tudor Laurentiu ,5,1162545
4144,Karen Xie ,5,3076112
4145,Ben Gardner ,1,0
4146,Il Han ,1,0
4147,"Kővágó, Zoltán ",1,0
4148,Jeff Johnson ,1,0
4149,Frans Klaver ,62,185368
4150,Christian Zander ,1,0
4151,Robin Ruede ,1,0
4152,Lars Svensson ,5,1489354
4153,Gerhard Bertelsmann ,6,447701
4154,Kalesh AP ,8,1933248
4155,Gerlando Falauto ,2,1
4156,Dmitry Shmidt ,1,0
4157,"Williams, Dan J ",1,0
4158,Parshuram Thombare ,1,0
4159,Stanislav Kholmanskikh ,5,2681291
4160,Paul McQuade ,1,0
4161,Binbin Zhou ,2,13637380
4162,Edward Jee ,2,1
4163,Aurelien Chanot ,1,0
4164,Ryan Van Quinlan ,1,0
4165,Robert Nelson ,1,0
4166,Manjeet Pawar ,1,0
4167,Arnaud Ebalard ,7,1657296
4168,Bill O'Donnell ,7,7856
4169,Jan Tulak ,2,63
4170,Zhaohongjiang ,1,0
4171,Pranith Kumar ,4,3947643
4172,Benoit Lemarchand ,1,0
4173,Siarhei Siamashka ,4,177803
4174,Keith A. Milner ,1,0
4175,Hartmut Knaack ,92,126219
4176,Ludovic Tancerel ,6,117639
4177,Dario Scarpa ,1,0
4178,Erik Lundgren ,1,0
4179,Lukasz Pawelczyk ,2,12724603
4180,Jay Sternberg ,1,0
4181,Wei Xu ,1,0
4182,Sarbojit Ganguly ,1,0
4183,Ido Shamay ,6,2269538
4184,David Ward ,11,1291800
4185,Peter E. Berger ,10,672175
4186,Vladimir Shulman ,2,5536519
4187,Matt Jared ,1,0
4188,Emilio Lopez ,1,0
4189,Paul M Stillwell Jr ,1,0
4190,Christian Melki ,1,0
4191,Yuvaraja Mariappan ,1,0
4192,Feng Kan ,9,1594114
4193,Andrey Gelman ,1,0
4194,Patrick Marlier ,1,0
4195,Jeff Squyres ,1,0
4196,xiaofeng.yan ,1,0
4197,Tyler Baker ,7,2337742
4198,Samuel Mendoza-Jonas ,3,2035157
4199,Sonika Jindal ,18,925149
4200,Peter Nørlund ,3,37464
4201,Yoichi Yuasa ,1,0
4202,Ritesh Raj Sarraf ,1,0
4203,Flavio Leitner ,1,0
4204,David B. Robins ,1,0
4205,Levente Kurusa ,1,0
4206,Oliver Schmitt ,1,0
4207,covici@ccs.covici.com ,1,0
4208,Julian Andres Klode ,1,0
4209,Abhimanyu Kapur ,1,0
4210,Aleksandar Mitev ,1,0
4211,Taichi Kageyama ,1,0
4213,Xavier Deguillard ,4,1718036
4214,Rickard Strandqvist ,3,10835173
4215,Manuel Schölling ,1,0
4216,Siva Yerramreddy ,1,0
4217,Ulf Magnusson ,6,355769
4218,Alexander Inyukhin ,1,0
4219,Yao-Wen Mao ,3,2898995
4220,Kris Borer ,10,705577
4221,Rocco Folino ,1,0
4222,Maciek Borzecki ,3,33258
4223,shengyong ,12,969046
4224,Andrew Murray ,2,363777
4225,Roald Frederickx ,1,0
4226,Erik Andresen ,1,0
4227,Graham Eccleston ,1,0
4228,Adam YH Lee ,6,1401457
4229,John Flatness ,1,0
4230,Roman Bacik ,1,0
4231,Matt Bennett ,3,336336
4232,yitian ,1,0
4233,Sunil Kamath ,1,0
4234,Robin Gong ,2,6861694
4235,Diego Elio Pettenò ,1,0
4236,Yitian Bu ,1,0
4237,mike dupuis ,15,119431
4238,Bryan Paul ,1,0
4239,Arjun Krishna Babu ,2,6852473
4240,Victorien Vedrine ,1,0
4241,Steve Rutherford ,4,1
4242,Dirk Müller ,2,1691
4243,Rick Mann ,1,0
4244,Joe.C ,1,0
4245,Fabiano Fidêncio ,1,0
4246,Gianluca Renzi ,2,95861
4247,Łukasz Daniluk ,1,0
4248,Robert Beckett ,3,7294169
4249,Robb Manes ,1,0
4250,S Twiss ,10,1262307
4251,Tom Englund ,1,0
4252,Rolf Eike Beer ,2,46
4253,Rudhresh Kumar J ,1,0
4254,Michael Rossberg ,1,0
4255,Aniket Nagarnaik ,8,860830
4256,Jan Kaisrlik ,1,0
4257,Hiroaki KAWAI ,1,0
4258,Yadwinder Singh Brar ,2,12402544
4259,Alexander Couzens ,3,281797
4260,Bendik Rønning Opstad ,1,0
4261,Stefan Koch ,15,278478
4262,Jayavant Kenjalkar ,1,0
4263,Anton Gerasimov ,13,771661
4264,fangwei ,1,0
4265,duson ,2,7192223
4266,Ian Wilson ,1,0
4267,Eric Benard ,1,0
4268,Nikhil Badola ,10,1146020
4269,Yassin Jaffer ,1,0
4270,Ralph Benadski ,1,0
4271,Darek Zielski ,1,0
4272,Zahari Doychev ,2,3885602
4273,Andrew Milkovich ,1,0
4274,Georgios Toptsidis ,1,0
4275,huang lin ,1,0
4276,Wilson Kok ,2,10533120
4277,Alex Henrie ,1,0
4278,Jason Jin ,2,3233604
4279,WingMan Kwok ,10,562526
4280,Siva Mannem ,1,0
4281,Anatoli Antonovitch ,1,0
4282,Roger Pau Monne ,1,0
4283,Richard Purdie ,1,0
4284,Daniel Martin ,2,313847
4285,Donavan Lance ,1,0
4286,Kristen Carlson Accardi ,4,1970519
4287,Francois Romieu ,1,0
4288,Peter Seiderer ,4,3846647
4289,Sergey Dyasly ,1,0
4290,Tomer Barletz ,4,1437074
4291,Thomas Elste ,2,9989187
4292,Amber N. Adams ,1,0
4293,Ting-Chih Hsiao ,2,4053666
4294,Duson Lin ,5,2261104
4295,Daniel Drake ,5,2568143
4296,John Griffin ,1,0
4297,Knuth Posern ,1,0
4298,Patrice Vilchez ,1,0
4299,Bo Shen ,2,3622459
4300,Holger Busse ,1,0
4301,Henrik Austad ,2,699404
4302,Cyril Hrubis ,1,0
4303,Kyle Evans ,1,0
4304,Mitchel Humpherys ,2,11449685
4305,Ariel Nahum ,2,1527159
4306,Mark Hounschell ,1,0
4307,Simon Fels ,1,0
4308,Marcos Canán ,1,0
4309,Juston Li ,22,449150
4310,Alex Gartrell ,18,329324
4312,Marek Majtyka ,1,0
4313,Nicolas Joseph ,1,0
4315,Lucas Georges ,1,0
4316,Sakshi Vaid ,2,216207
4317,Ann Koehler ,1,0
4318,Hiroya Nozaki ,1,0
4319,Zhang Zhen ,6,1918594
4320,Carl Frederik Werner ,1,0
4321,Samuel Dominguez Lorenzo ,1,0
4322,Jonathan (Zhixiong) Zhang ,5,800136
4323,Liu.Zhao ,1,0
4324,George Beshers ,2,7429190
4325,Junesung Lee ,2,1885285
4326,Ravi Teja Darbha ,8,739802
4327,Anders Fridlund ,3,2632634
4328,Matthew Needes ,3,4536526
4329,"Kim, Leo ",5,975994
4330,Johnny Kim ,13,800639
4331,Michał Bartoszkiewicz ,1,0
4332,Trung Thanh Le ,1,0
4334,Maxime Lorrillere ,2,7505611
4335,Xiaolong Ye ,1,0
4336,Jonathon Jongsma ,1,0
4337,Michael Niewoehner ,1,0
4339,Jan Harkes ,1,0
4340,Wei Liu ,3,4249866
4341,Gaurav K Singh ,3,2994740
4342,Francesco Lavra ,1,0
4343,Greta Zhang ,2,6
4344,Kolmakov Dmitriy ,1,0
4345,Wang Kai ,1,0
4346,Vishnu Pratap Singh ,2,6474886
4347,Eugene Shatokhin ,2,1186410
4349,Brad Hubbard ,1,0
4350,Benoît Canet ,3,3248506
4351,Denis V. Lunev ,3,1477843
4352,Fam Zheng ,1,0
4353,Chee Nouk Phoon ,2,10
4354,Bernd Weiberg ,2,7
4355,Johan Rastén ,2,7599592
4356,Nagarajkumar Narayanan ,1,0
4357,Richard Laing ,1,0
4358,Mitja Spes ,1,0
4359,Suneel Garapati ,8,1081731
4360,Bibek Basu ,1,0
4361,Niranjan Sivakumar ,1,0
4363,Henri Roosen ,1,0
4365,minkyung88.kim ,1,0
4366,Pavel Emelyanov ,1,0
4367,yangwenfang ,1,0
4369,WeiWei Wang ,2,6217502
4370,Sanidhya Kashyap ,2,4936750
4371,Alexander Spyridakis ,1,0
4372,Maciej Zuk ,1,0
4373,Fernando D S Lima ,1,0
4374,Harald Brinkmann ,1,0
4375,Shailendra Verma ,31,305073
4376,Neelesh Gupta ,1,0
4378,Subhendu Sekhar Behera ,1,0
4379,Vishal Bhoj ,1,0
4380,Alexis Ballier ,2,1740367
4381,Jeffery Miller ,1,0
4382,Zhiyuan Lv ,4,80
4383,"Tan, Jui Nee ",1,0
4384,Vatika Harlalka ,1,0
4385,Tom Barbette ,1,0
4386,Naresh Kamboju ,3,206712
4387,Marius Tomaschewski ,2,22041
4388,Philip Downey ,2,255710
4389,Jialing Fu ,1,0
4390,Matt Turner ,1,0
4391,Adir Lev ,1,0
4392,Jenny Falkovich ,1,0
4393,David Dueck ,2,5108823
4394,Yotam Kenneth ,1,0
4395,Spencer Baugh ,1,0
4396,Shradha Shah ,24,417070
4397,Chas Williams ,2,423187
4398,Minjune Kim ,1,0
4399,Aaron Skomra ,3,5505499
4400,Michael Powell ,1,0
4401,Tony Jones ,1,0
4402,Mark Drayton ,1,0
4403,Srinidhi Kasagar ,3,1897514
4404,Adam Lee ,2,1928604
4405,Robin van der Gracht ,1,0
4406,Keith Mange ,7,1257632
4407,Arun Easi ,1,0
4408,Hiral Patel ,1,0
4409,Saurav Kashyap ,2,2863517
4410,jiang.biao2@zte.com.cn ,1,0
4411,Viswas G ,8,108
4412,shane.seymour ,1,0
4413,Scott Benesh ,1,0
4414,Joe Handzik ,4,2511553
4415,Zdenko Pulitika ,3,6
4416,Andreas Herz ,1,0
4417,Stefan Brüns ,1,0
4418,Guillermo A. Amaral ,1,0
4419,Alok Pandey ,1,0
4420,Maoguang Meng ,1,0
4421,huaibin Wang ,1,0
4422,Mukesh Kacker ,1,0
4423,David Teigland ,1,0
4424,Aleksa Sarai ,8,1220070
4425,Jan H. Schönherr ,2,9596988
4426,"Xiao, Nan ",1,0
4428,Shenwei Wang ,4,2377200
4429,Loganaden Velvindron ,1,0
4430,Nan Xiao ,1,0
4431,Mario Carrillo ,1,0
4432,Markus Osterhoff ,1,0
4433,"Thulasimani,Sivakumar ",7,603552
4434,Michael van der Westhuizen ,4,2198160
4435,Kyle Huey ,1,0
4436,Raducu Deaconu ,1,0
4437,Benjamin Cama ,2,1291299
4438,Dean Nelson ,1,0
4439,Yalin Wang ,1,0
4440,Vincent Pelletier ,1,0
4441,Christopher Oo ,2,1283696
4442,Richard Yao ,1,0
4443,Marcin Chojnacki ,1,0
4444,Jianwei Wang ,3,104
4445,Mario Smarduch ,2,159
4446,Bernhard Thaler ,11,914407
4447,Michael Jones ,1,0
4448,Christian Kujau ,1,0
4449,Rick Sherman ,1,0
4450,David Härdeman ,13,709387
4451,Gerhard Sittig ,1,0
4452,Andrew Schwartzmeyer ,3,269081
4453,Matthijs Kooijman ,1,0
4454,Philipp Hachtmann ,5,324389
4455,Yanchang Li ,1,0
4456,Hiral Shah ,1,0
4457,Emil Medve ,1,0
4458,Jaiprakash Singh ,2,852102
4459,Priyanka Jain ,1,0
4460,Igor Plyatov ,1,0
4461,David Zhang ,11,590302
4462,Karsten Blees ,1,0
4463,Rob Taylor ,2,18
4464,William Towle ,4,1186820
4465,jilai wang ,9,856197
4466,Wentao Xu ,6,295067
4467,Peter Poklop ,1,0
4468,Swee Hua Law ,5,13
4469,Jacob Kiefer ,2,2672749
4470,Adrian Remonda ,5,1641631
4471,Tomas Melin ,1,0
4472,jianwei wang ,1,0
4473,Antti Koskipaa ,1,0
4474,Su Kang Yin ,1,0
4475,Bertold Van den Bergh ,5,83228
4476,Matthias May ,1,0
4477,Ben YoungTae Kim ,1,0
4478,David Drysdale ,1,0
4479,Tim Bird ,4,435574
4480,Dongsu Park ,1,0
4481,Paul Walmsley ,2,2442904
4482,Cheolhyun Park ,2,8993690
4484,Rick Jones ,3,939898
4485,Wei-Chun Chao ,2,1453674
4486,Ron Angeles ,1,0
4487,Venkat Venkatsubra ,1,0
4488,linux ,1,0
4489,Suresh Thiagarajan ,1,0
4490,Neha Bhende ,1,0
4491,Boyuan Zhang ,1,0
4492,Andrea Parri ,4,1489575
4493,Bruno Prémont ,1,0
4494,pradheep ,1,0
4495,Kozlov Sergey ,5,370
4496,Christian Löpke ,1,0
4497,Ruben Wisniewski ,1,0
4498,Haikun Wang ,6,1886191
4499,Antonio Borneo ,10,488447
4500,Inha Song ,4,2491423
4501,Constantine Shulyupin ,7,586327
4502,Nathan Lynch ,6,1142706
4503,Sebastian Krzyszkowiak ,1,0
4504,Łukasz Stelmach ,1,0
4505,Atzm Watanabe ,1,0
4507,Shahed Shaikh ,7,666639
4508,Harish Patil ,1,0
4509,Victoria Milhoan ,15,341674
4510,Steve Cornelius ,1,0
4511,Alban Crequy ,1,0
4512,Yipeng Yao ,1,0
4513,Shouming Wang ,1,0
4514,Leilei Shang ,1,0
4515,George Joseph ,1,0
4516,Daniel Machon ,6,567229
4517,Reyad Attiyat ,3,1745622
4518,Joo Aun Saw ,5,344822
4519,Pengyu Ma ,2,420239
4520,Shengzhou Liu ,8,815333
4521,Miguel Bernabeu Diaz ,8,194597
4522,Navy Cheng ,2,600965
4523,Fabio Falzoi ,13,365338
4524,Johannes Postma ,3,1027616
4525,Wenyu Zhang ,1,0
4526,Scott Shu ,1,0
4527,Benjamin Herr ,2,1207502
4528,Andreas Schultz ,1,0
4529,Mathieu Olivari ,5,1475212
4530,Adheer Chandravanshi ,1,0
4531,Tej Parkash ,2,5632756
4532,Marcus Gelderie ,1,0
4533,Ethan Zhao ,1,0
4534,Allen Xu ,1,0
4535,Anthoine Bourgeois ,9,752800
4536,Partha Pratim Mukherjee ,1,0
4537,Jürg Billeter ,1,0
4538,Saurabh Karajgaonkar ,12,9030
4539,Ankit Gupta ,1,0
4540,Lior Pugatch ,1,0
4541,Ted Chen ,1,0
4542,Jandy Gou ,3,750608
4543,Andy Sun ,1,0
4544,Huayi Li ,1,0
4545,Dongli Li ,1,0
4546,Xiaofeng Fei ,1,0
4547,Qipan Li ,22,410545
4549,Lily.Li ,1,0
4550,Balaji T K ,1,0
4551,Marc Herbert ,1,0
4552,Dor Shaish ,1,0
4553,Lorenzo Nava ,1,0
4554,"Liang, Kan ",1,0
4555,Mayank Bareja ,2,265703
4556,Zoltán Lajos Kis ,5,1166349
4557,Kent Gustavsson ,1,0
4558,Satish Ashok ,8,512332
4559,Richard Watts ,1,0
4560,Glenn Griffin ,1,0
4561,Salvatore Mesoraca ,1,0
4562,Ni Wade ,1,0
4563,Radivoje Jovanovic ,4,75769
4564,Fupan Li ,1,0
4565,James Cowgill ,2,21685
4566,Benjamin Randazzo ,2,8202
4567,Alex Wilson ,2,52118
4568,Jignesh R Patel ,1,0
4569,Freeman Zhang ,1,0
4570,Ciprian Manea ,1,0
4571,Peter Huewe ,3,742747
4572,Kevin Darbyshire-Bryant ,2,226295
4573,Dave Perez ,1,0
4574,Mario Bambagini ,6,270222
4576,Mark Janssen ,1,0
4577,Remy van Elst ,1,0
4578,Ezra Savard ,1,0
4579,Brian Bunker ,1,0
4580,Luis Felipe Dominguez Vega ,1,0
4581,Chris Zankel ,2,84
4582,Tony Battersby ,1,0
4583,Dmitry Skorodumov ,1,0
4584,Sanjay Singh Rawat ,1,0
4585,Lennert Buytenhek ,11,560195
4586,Arron Wang ,7,734357
4587,Haggai Abramonvsky ,5,1193756
4588,Thomas Graf ,29,268830
4590,Jon Maloy ,1,0
4591,Jude.Lee ,2,70
4592,U. Artie Eoff ,1,0
4593,Perry Hung ,13,1396182
4594,Kukjin Kim ,15,416966
4596,Николай Кудрявцев ,1,0
4597,Hanno Böck ,2,66
4598,David Liu ,1,0
4599,Qi Zhou ,1,0
4600,Alexander Drozdov ,2,6637453
4601,zilong.liu ,1,0
4602,Jim Quinlan ,1,0
4603,John Horan ,1,0
4604,Henrik Rydberg ,2,1
4605,Lars Westerhoff ,1,0
4606,Dave P Martin ,10,382660
4607,Rohit Thapliyal ,1,0
4609,Kanoj Sarcar ,1,0
4610,Buţiu Alexandru Octavian ,4,1578226
4611,Ahmed Mohamed Abd EL Mawgood ,1,0
4612,Yang Bo ,1,0
4613,Jingju Hou ,1,0
4614,Joakim Tjernlund ,2,4583515
4615,Patrick Donnelly ,1,0
4616,Bo Svangård ,1,0
4617,Dongxing Zhang ,1,0
4618,Bernhard Bender ,1,0
4619,Seungyoun Ju ,1,0
4620,Varka Bhadram ,19,354330
4621,Mihai Donțu ,1,0
4622,Eugene Korenevsky ,1,0
4623,Steve Pennington ,1,0
4624,Antoine BLIN ,1,0
4625,Aaron Ouellette ,1,0
4627,Kolbeinn Karlsson ,1,0
4628,Kevin Strasser ,1,0
4629,Lai Jiangshan ,11,745643
4630,Aaron Raimist ,1,0
4632,Brian Campbell ,1,0
4633,AMAN DEEP ,1,0
4634,Vivek Trivedi ,1,0
4635,Erik Kline ,2,5346114
4636,Yaniv Rosner ,1,0
4637,Arun Chandran ,2,3170142
4638,Dan Murphy ,6,1282962
4639,Dalon Westergreen ,1,0
4640,Edward Hyunkoo Jee ,1,0
4641,Russell Joyce ,1,0
4642,Rafa? Mi?ecki ,1,0
4643,Raphaël Poggi ,1,0
4644,Josef Gajdusek ,1,0
4645,Aparna Balasubramanian ,1,0
4646,Paolo Pisati ,1,0
4647,Pieter Hollants ,2,71094
4648,Andreas Faerber ,1,0
4649,Reinhard Speyerer ,2,65146
4650,Beata Michalska ,1,0
4651,dingtianhong ,1,0
4652,Umesh Tiwari ,2,6
4653,Gil Fruchter ,2,3
4654,Sergei Trofimovich ,1,0
4655,Alexey Firago ,1,0
4656,Andrea Galbusera ,1,0
4657,akpm@linux-foundation.org ,1,0
4659,Sandeep Paulraj ,1,0
4660,Jonathan Bell ,1,0
4661,Alex Porosanu ,1,0
4662,Ben Goz ,12,368411
4663,Mateusz Sylwestrzak ,1,0
4664,Viorel Suman ,1,0
4666,Horacio Mijail Anton Quiles ,1,0
4667,Iago López Galeiras ,2,1899555
4668,Krishna Chaitanya ,1,0
4669,Jesse Jones ,2,2
4670,Alexis Green ,4,1086892
4671,Wojciech Dubowik ,1,0
4672,Heloise NH ,1,0
4673,Tom Hughes ,1,0
4674,Cristian Ardelean ,1,0
4675,Tim Howe ,1,0
4676,Pedro Marzo Perez ,4,1343428
4677,Vasiliy Korchagin ,1,0
4678,Raphaël Teysseyre ,1,0
4679,YOSHIFUJI Hideaki ,1,0
4681,YOSHIFUJI Hideaki/吉藤英明 ,2,424008
4682,Richard Stearn ,1,0
4683,Shilpa Sreeramalu ,1,0
4684,David Milburn ,1,0
4686,Leung Timothy Chi King ,1,0
4687,Sreenath Madasu ,1,0
4688,Peter Karlsson ,5,581972
4689,Greg Donald ,2,2241724
4690,Joglekar Tejas ,4,1044393
4692,Henri Chain ,1,0
4693,Ken Cox ,1,0
4694,Pawel Orlowski ,1,0
4695,Santhosh Pai ,1,0
4696,Guillermo O. Freschi ,1,0
4697,Lukasz Janyst ,1,0
4698,SungEun Kim ,1,0
4699,Sébastien Hinderer ,4,184048
4700,Ash Charles ,2,1
4701,Arun Bharadwaj ,2,1787520
4702,Perry Hooker ,1,0
4703,Kris Baumann ,1,0
4704,Matt Mooney ,1,0
4705,Laurent Bigonville ,1,0
4706,yao mark ,2,1
4707,Enrico Mioso ,2,195232
4708,Ana Calinov ,2,96
4711,Olivier C. Larocque ,1,0
4712,Alex Ivanov ,1,0
4713,Jérémy Bobbio ,1,0
4714,Aleksey S. Kazantsev ,1,0
4715,Daniel Grimshaw ,1,0
4716,Sage Weil ,2,425
4717,Grigori Goronzy ,4,27567
4718,Steven J. Magnani ,1,0
4719,Chad Versace ,1,0
4720,Joël Porquet ,1,0
4721,Peter Dunning ,1,0
4722,Anda-Maria Nicolae ,8,571902
4723,Xi Wang ,4,1680348
4724,Mazhar Rana ,1,0
4725,Carol Soto ,3,1503208
4726,Kristina Martsenko ,1,0
4727,"Li, Liang Z ",2,854619
4728,Y Vo ,3,1570119
4729,Guilhem Lettron ,1,0
4730,Brent Adam ,1,0
4731,"Vutla, Lokesh ",6,33818
4732,Pankaj Dev ,2,99568
4733,Walter Lozano ,3,2454692
4735,Zhao Junwang ,1,0
4736,Sergey Kiselev ,1,0
4737,bsegall@google.com ,1,0
4738,Sunghoon Cho ,8,257986
4739,Sergej Sawazki ,8,671394
4740,Uwe Geuder ,1,0
4741,Takeshi Yoshimura ,5,823919
4742,Howard Chen ,1,0
4743,Zhu Guihua ,3,497124
4744,"Niu,Bing ",1,0
4745,Peter Sanford ,1,0
4746,Roman Byshko ,2,10
4747,Nibble Max ,1,0
4748,Ian Molton ,5,759891
4749,Pablo Anton ,1,0
4750,Damian Hobson-Garcia ,1,0
4751,Sei Fumizono ,1,0
4752,Nobuhiro Iwamatsu ,4,1522199
4753,Jan Roemisch ,1,0
4754,Claudio Cappelli ,1,0
4755,Abdiel Janulgue ,4,216
4756,Vaidyanathan Srinivasan ,1,0
4757,Dennis Yang ,1,0
4758,Tomasz Duszynski ,3,2408467
4759,Shixin Zeng ,1,0
4760,Angga ,1,0
4761,Roger Lucas ,1,0
4762,Szabolcs Nagy ,1,0
4763,John Harrison ,58,140952
4764,James C Boyd ,4,1008542
4765,Shilong Wang ,1,0
4766,gongzg ,1,0
4767,Sascha Wildner ,1,0
4768,"Stevens, Nick ",1,0
4769,Dominic Sacré ,1,0
4770,Lars Poeschel ,3,390261
4771,Josh Triplett ,3,220931
4772,Pekka Enberg ,16,265865
4776,Yang Dongsheng ,1,0
4777,Marek Marczykowski-Górecki ,1,0
4778,Phong Tran ,14,350501
4779,Shreyas Bhatewara ,4,176435
4780,Gilad Ben-Yossef ,2,467082
